Sr. No.,Symbol,Company Name
1623,MRO-TEK,MRO-TEK Realty Limited
1624,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED
1625,ZEELEARN,Zee Learn Limited
1626,SADBHIN,Sadbhav Infrastructure Project Limited
1627,BALPHARMA,Bal Pharma Limited
1628,NIRAJ,Niraj Cement Structurals Limited
1629,GSTL,Globesecure Technologies Limited
1630,OBCL,Orissa Bengal Carrier Limited
1631,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited
1632,ARCHIDPLY,Archidply Industries Limited
1633,JHS,JHS Svendgaard Laboratories Limited
1634,SITINET,Siti Networks Limited
1635,MUKTAARTS,Mukta Arts Limited
1636,CMNL,Chaman Metallics Limited
1637,GAYAPROJ,Gayatri Projects Limited
1638,AKG,Akg Exim Limited
1639,FCONSUMER,Future Consumer Limited
1640,PALASHSECU,Palash Securities Limited
1641,CCHHL,Country Club Hospitality & Holidays Limited
1642,SIGIND,Signet Industries Limited
1643,AIROLAM,Airo Lam limited
1644,WELINV,Welspun Investments and Commercials Limited
1645,LEMERITE,Le Merite Exports Limited
1646,CTE,Cambridge Technology Enterprises Limited
1647,UNIVASTU,Univastu India Limited
1648,SUNDARAM,Sundaram Multi Pap Limited
1649,MANAKCOAT,Manaksia Coated Metals & Industries Limited
1650,ARVEE,Arvee Laboratories (India) Limited
1651,SECURCRED,SecUR Credentials Limited
1652,ASTRON,Astron Paper & Board Mill Limited
1653,FLFL,Future Lifestyle Fashions Limited
1654,STEELCITY,Steel City Securities Limited
1655,LLOYDS,Lloyds Luxuries Limited
1656,GANGESSECU,Ganges Securities Limited
1657,INDBANK,Indbank Merchant Banking Services Limited
1658,SUMIT,Sumit Woods Limited
1659,FIBERWEB,Fiberweb (India) Limited
1660,ALKALI,Alkali Metals Limited
1661,LASA,Lasa Supergenerics Limited
1662,JAIPURKURT,Nandani Creation Limited
1663,MHHL,Mohini Health & Hygiene Limited
1664,BAHETI,Baheti Recycling Industries Limited
1665,DGCONTENT,Digicontent Limited
1666,VMARCIND,V Marc India Limited
1667,PKTEA,The Peria Karamalai Tea & Produce Company Limited
1668,DAMODARIND,Damodar Industries Limited
1669,NECCLTD,North Eastern Carrying Corporation Limited
1670,CAPTRUST,Capital Trust Limited
1671,MITCON,MITCON Consultancy & Engineering Services Limited
1672,TIRUPATIFL,Tirupati Forge Limited
1673,IL&FSTRANS,IL&FS Transportation Networks Limited
1674,SRPL,Shree Ram Proteins Limited
1675,SURYALAXMI,Suryalakshmi Cotton Mills Limited
1676,CEREBRAINT,Cerebra Integrated Technologies Limited
1677,KSHITIJPOL,Kshitij Polyline Limited
1678,LAGNAM,Lagnam Spintex Limited
1679,ANLON,Anlon Technology Solutions Limited
1680,AMJLAND,Amj Land Holdings Limited
1681,BINANIIND,Binani Industries Limited
1682,PROLIFE,Prolife Industries Limited
1683,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED
1684,SHAHALLOYS,Shah Alloys Limited
1685,AMDIND,AMD Industries Limited
1686,OMAXAUTO,Omax Autos Limited
1687,TOKYOPLAST,Tokyo Plast International Limited
1688,GROBTEA,The Grob Tea Company Limited
1689,ANIKINDS,Anik Industries Limited
1690,SURANASOL,Surana Solar Limited
1691,FIDEL,Fidel Softech Limited
1692,MAHASTEEL,Mahamaya Steel Industries Limited
1693,AURDIS,Aurangabad Distillery Limited
1694,SIMBHALS,Simbhaoli Sugars Limited
1695,GAL,Gyscoal Alloys Limited
1696,GICL,Globe International Carriers Limited
1697,KALYANIFRG,Kalyani Forge Limited
1698,HINDCON,Hindcon Chemicals Limited
1699,CORDSCABLE,Cords Cable Industries Limited
1700,YAARI,Yaari Digital Integrated Services Limited
1701,SONAMCLOCK,Sonam Clock Limited
1702,MAHICKRA,Mahickra Chemicals Limited
1703,HPIL,Hindprakash Industries Limited
1704,LPDC,Landmark Property Development Company Limited
1705,DBSTOCKBRO,DB (International) Stock Brokers Limited
1706,AUSOMENT,Ausom Enterprise Limited
1707,BALLARPUR,Ballarpur Industries Limited
1708,AVSL,AVSL Industries Limited
1709,SPMLINFRA,SPML Infra Limited
1710,BANKA,Banka BioLoo Limited
1711,GOLDENTOBC,Golden Tobacco Limited
1712,GTL,GTL Limited
1713,ENERGYDEV,Energy Development Company Limited
1714,PANACHE,Panache Digilife Limited
1715,PIGL,Power & Instrumentation (Gujarat) Limited
1716,DELTAMAGNT,Delta Manufacturing Limited
1717,SHRADHA,Shradha Infraprojects Limited
1718,PIONEEREMB,Pioneer Embroideries Limited
1719,GLOBALVECT,Global Vectra Helicorp Limited
1720,BAGFILMS,B.A.G Films and Media Limited
1721,WIPL,The Western India Plywoods Limited
1722,NITIRAJ,Nitiraj Engineers Limited
1723,BEARDSELL,Beardsell Limited
1724,KRITIKA,Kritika Wires Limited
1725,PATINTLOG,Patel Integrated Logistics Limited
1726,SETCO,Setco Automotive Limited
1727,PRAENG,Prajay Engineers Syndicate Limited
1728,ELECTHERM,Electrotherm (India) Limited
1729,UCL,Ushanti Colour Chem Limited
1730,PRAKASHSTL,Prakash Steelage Limited
1731,CINEVISTA,Cinevista Limited
1732,SUULD,Suumaya Industries Limited
1733,FLEXITUFF,Flexituff Ventures International Limited
1734,MDL,Marvel Decor Limited
1735,HISARMETAL,Hisar Metal Industries Limited
1736,SUVIDHAA,Suvidhaa Infoserve Limited
1737,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited
1738,MARSHALL,Marshall Machines Limited
1739,ARIHANTACA,Arihant Academy Limited
1740,CELEBRITY,Celebrity Fashions Limited
1741,VIAZ,Viaz Tyres Limited
1742,DHRUV,Dhruv Consultancy Services Limited
1743,CENTEXT,Century Extrusions Limited
1744,DOLLEX,Dollex Agrotech Limited
1745,BHANDARI,Bhandari Hosiery Exports Limited
1746,TREJHARA,TREJHARA SOLUTIONS LIMITED
1747,FELIX,Felix Industries Limited
1748,NGIL,Nakoda Group of Industries Limited
1749,SUPREMEINF,Supreme Infrastructure India Limited
1750,AGROPHOS,Agro Phos India Limited
1751,MCL,Madhav Copper Limited
1752,OILCOUNTUB,Oil Country Tubular Limited
1753,UMA,Uma Converter Limited
1754,MORARJEE,Morarjee Textiles Limited
1755,SRIVASAVI,Srivasavi Adhesive Tapes Limited
1756,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited
1757,AAKASH,Aakash Exploration Services Limited
1758,VASWANI,Vaswani Industries Limited
1759,KANANIIND,Kanani Industries Limited
1760,ARCHIES,Archies Limited
1761,SHIVAMILLS,Shiva Mills Limited
1762,IPSL,Integrated Personnel Services Limited
1763,TREEHOUSE,Tree House Education & Accessories Limited
1764,BDR,BDR Buildcon Limited
1765,VERTEXPLUS,Vertexplus Technologies Limited
1766,KEYFINSERV,Keynote Financial Services Limited
1767,KHFM,Khfm Hospitality And Facility Management Services Limited
1768,AROGRANITE,Aro Granite Industries Limited
1769,SEYAIND,Seya Industries Limited
1770,GIRIRAJ,Giriraj Civil Developers Limited
1771,RSSOFTWARE,R. S. Software (India) Limited
1772,ORIENTLTD,Orient Press Limited
1773,EXCEL,Excel Realty N Infra Limited
1774,RELIABLE,Reliable Data Services Limited
1775,AAATECH,AAA Technologies Limited
1776,AGRITECH,Agri-Tech (India) Limited
1777,LGHL,Laxmi Goldorna House Limited
1778,SHRENIK,Shrenik Limited
1779,ANKITMETAL,Ankit Metal & Power Limited
1780,JETFREIGHT,Jet Freight Logistics Limited
1781,VARDMNPOLY,Vardhman Polytex Limited
1782,NIRMAN,Nirman Agri Gentics Limited
1783,SHREERAMA,Shree Rama Multi-Tech Limited
1784,SIDDHIKA,Siddhika Coatings Limited
1785,BVCL,Barak Valley Cements Limited
1786,KKVAPOW,KKV Agro Powers Limited
1787,HOVS,HOV Services Limited
1788,AMBANIORG,Ambani Organics Limited
1789,FSC,Future Supply Chain Solutions Limited
1790,ABMINTLLTD,ABM International Limited
1791,SEPOWER,S.E. Power Limited
1792,BANARBEADS,Banaras Beads Limited
1793,REGENCERAM,Regency Ceramics Limited
1794,PODDARHOUS,Poddar Housing and Development Limited
1795,PENTAGOLD,Penta Gold Limited
1796,PARTYCRUS,Party Cruisers Limited
1797,SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Limited
1798,MALUPAPER,Malu Paper Mills Limited
1799,MOKSH,Moksh Ornaments Limited
1800,PULZ,Pulz Electronics Limited
1801,RBMINFRA,Rbm Infracon Limited
1802,ZENITHSTL,Zenith Steel Pipes & Industries Limited
1803,NIDAN,Nidan Laboratories and Healthcare Limited
1804,SAMBHAAV,Sambhaav Media Limited
1805,UWCSL,Ultra Wiring Connectivity System Limited
1806,BANG,Bang Overseas Limited
1807,MRO,M.R. Organisation Limited
1808,MINDPOOL,Mindpool Technologies Limited
1809,TAPIFRUIT,Tapi Fruit Processing Limited
1810,ABCOTS,A B Cotspin India Limited
1811,PNC,Pritish Nandy Communications Limited
1812,SURANI,Surani Steel Tubes Limited
1813,PRECISION,Precision Metaliks Limited
1814,TIMESGTY,Times Guaranty Limited
1815,MANUGRAPH,Manugraph India Limited
1816,ZENITHEXPO,Zenith Exports Limited
1817,AARVEEDEN,Aarvee Denims & Exports Limited
1818,SOMICONVEY,Somi Conveyor Beltings Limited
1819,DKEGL,D.K. Enterprises Global Limited
1820,ARHAM,Arham Technologies Limited
1821,TIMESCAN,Timescan Logistics (India) Limited
1822,SGL,STL Global Limited
1823,WEWIN,WE WIN LIMITED
1824,CMRSL,Cyber Media Research & Services Limited
1825,SONUINFRA,Sonu Infratech Limited
1826,VIVIANA,Viviana Power Tech Limited
1827,AKASH,Akash Infra-Projects Limited
1828,INDSWFTLTD,Ind-Swift Limited
1829,KARMAENG,Karma Energy Limited
1830,NAGREEKEXP,Nagreeka Exports Limited
1831,BURNPUR,Burnpur Cement Limited
1832,NIBL,NRB Industrial Bearings Limited
1833,CUBEXTUB,Cubex Tubings Limited
1834,AISL,ANI Integrated Services Limited
1835,SHAIVAL,Shaival Reality Limited
1836,VINEETLAB,Vineet Laboratories Limited
1837,ARISTO,Aristo Bio-Tech And Lifescience Limited
1838,TERASOFT,Tera Software Limited
1839,CROWN,Crown Lifters Limited
1840,JFLLIFE,Jfl Life Sciences Limited
1841,GLOBE,Globe Textiles (India) Limited
1842,3PLAND,3P Land Holdings Limited
1843,VERA,Vera Synthetic Limited
1844,MILTON,Milton Industries Limited
1845,ADROITINFO,Adroit Infotech Limited
1846,SHUBHLAXMI,Shubhlaxmi Jewel Art Limited
1847,AGNI,Agni Green Power Limited
1848,LFIC,Lakshmi Finance & Industrial Corporation Limited
1849,VSCL,Vadivarhe Speciality Chemicals Limited
1850,MADHAV,Madhav Marbles and Granites Limited
1851,UJAAS,Ujaas Energy Limited
1852,SUPERSPIN,Super Spinning Mills Limited
1853,RKDL,Ravi Kumar Distilleries Limited
1854,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited
1855,ACEINTEG,Ace Integrated Solutions Limited
1856,OMFURN,Omfurn India Limited
1857,SWARAJ,Swaraj Suiting Limited
1858,AJOONI,Ajooni Biotech Limited
1859,KHANDSE,Khandwala Securities Limited
1860,SAGARDEEP,Sagardeep Alloys Limited
1861,REXPIPES,Rex Pipes And Cables Industries Limited
1862,ADL,Archidply Decor Limited
1863,MCON,Mcon Rasayan India Limited
1864,CADSYS,Cadsys (India) Limited
1865,HBSL,HB Stockholdings Limited
1866,SANGINITA,Sanginita Chemicals Limited
1867,GANGAFORGE,Ganga Forging Limited
1868,ABINFRA,A B Infrabuild Limited
1869,PERFECT,Perfect Infraengineers Limited
1870,NARMADA,Narmada Agrobase Limited
1871,RMDRIP,R M Drip and Sprinklers Systems Limited
1872,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited
1873,LAXMICOT,Laxmi Cotspin Limited
1874,PEARLPOLY,Pearl Polymers Limited
1875,HECPROJECT,HEC Infra Projects Limited
1876,SANWARIA,Sanwaria Consumer Limited
1877,MEGAFLEX,Mega Flex Plastics Limited
1878,GISOLUTION,GI Engineering Solutions Limited
1879,PARASPETRO,Paras Petrofils Limited
1880,RITEZONE,Rite Zone Chemcon India Limited
1881,HEADSUP,Heads UP Ventures Limited
1882,VCL,Vaxtex Cotfab Limited
1883,PRITIKA,Pritika Engineering Components Limited
1884,KEEPLEARN,DSJ Keep Learning Limited
1885,COUNCODOS,Country Condo's Limited
1886,ROLTA,Rolta India Limited
1887,DHARSUGAR,Dharani Sugars & Chemicals Limited
1888,ASLIND,ASL Industries Limited
1889,AGARWALFT,Agarwal Float Glass India Limited
1890,NEXTMEDIA,Next Mediaworks Limited
1891,RICHA,Richa Info Systems Limited
1892,DNAMEDIA,Diligent Media Corporation Limited
1893,AMEYA,Ameya Precision Engineers Limited
1894,DYNAMIC,Dynamic Services & Security Limited
1895,LIBAS,Libas Consumer Products Limited
1896,JETKNIT,Jet Knitwears Limited
1897,BALKRISHNA,Balkrishna Paper Mills Limited
1898,MTEDUCARE,MT Educare Limited
1899,GODHA,Godha Cabcon & Insulation Limited
1900,GOENKA,Goenka Diamond and Jewels Limited
1901,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited
1902,QUADPRO,Quadpro Ites Limited
1903,QFIL,Quality Foils (India) Limited
1904,MADHUCON,Madhucon Projects Limited
1905,ROLLT,Rollatainers Limited
1906,CYBERMEDIA,Cyber Media (India) Limited
1907,JAKHARIA,JAKHARIA FABRIC LIMITED
1908,VEEKAYEM,Veekayem Fashion and Apparels Limited
1909,TGBHOTELS,TGB Banquets And Hotels Limited
1910,VIVIDHA,Visagar Polytex Limited
1911,FMNL,Future Market Networks Limited
1912,WALPAR,Walpar Nutritions Limited
1913,DESTINY,Destiny Logistics & Infra Limited
1914,SUMEETINDS,Sumeet Industries Limited
1915,ICDSLTD,ICDS Limited
1916,LRRPL,Lead Reclaim And Rubber Products Limited
1917,MPTODAY,Madhya Pradesh Today Media Limited
1918,21STCENMGM,21st Century Management Services Limited
1919,HYBRIDFIN,Hybrid Financial Services Limited
1920,SABAR,Sabar Flex India Limited
1921,TFL,Transwarranty Finance Limited
1922,IMPEXFERRO,Impex Ferro Tech Limited
1923,INFOMEDIA,Infomedia Press Limited
1924,NKIND,NK Industries Limited
1925,SHANTI,Shanti Overseas (India) Limited
1926,GRCL,Gayatri Rubbers And Chemicals Limited
1927,FEL,Future Enterprises Limited
1928,THOMASCOTT,Thomas Scott (India) Limited
1929,KHAITANLTD,Khaitan (India) Limited
1930,WILLAMAGOR,Williamson Magor & Company Limited
1931,LCCINFOTEC,LCC Infotech Limited
1932,UNIINFO,Uniinfo Telecom Services Limited
1933,ASMS,Bartronics India Limited
1934,VIVO,Vivo Collaboration Solutions Limited
1935,GAYAHWS,Gayatri Highways Limited
1936,CALSOFT,California Software Company Limited
1937,MOXSH,Moxsh Overseas Educon Limited
1938,ORIENTALTL,Oriental Trimex Limited
1939,ONELIFECAP,Onelife Capital Advisors Limited
1940,VIJIFIN,Viji Finance Limited
1941,DIGJAMLMTD,Digjam Limited
1942,KRIDHANINF,Kridhan Infra Limited
1943,SILLYMONKS,Silly Monks Entertainment Limited
1944,MAKS,Maks Energy Solutions India Limited
1945,TANTIACONS,Tantia Constructions Limited
1946,SUPREMEENG,Supreme Engineering Limited
1947,SILGO,Silgo Retail Limited
1948,MOHITIND,Mohit Industries Limited
1949,EDUCOMP,Educomp Solutions Limited
1950,EASTSILK,Eastern Silk Industries Limited
1951,KANDARP,Kandarp Digi Smart BPO Limited
1952,CMICABLES,CMI Limited
1953,NATNLSTEEL,National Steel And Agro Industries Limited
1954,MITTAL,Mittal Life Style Limited
1955,SPRL,Sp Refractories Limited
1956,ORTINLAB,Ortin Laboratories Limited
1957,BRIGHT,Bright Solar Limited
1958,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited
1959,GUJRAFFIA,Gujarat Raffia Industries Limited
1960,MASKINVEST,Mask Investments Limited
1961,ISHAN,Ishan International Limited
1962,CONTI,Continental Seeds and Chemicals Limited
1963,AMIABLE,Amiable Logistics (India) Limited
1964,AILIMITED,Abhishek Integrations Limited
1965,EUROTEXIND,Eurotex Industries and Exports Limited
1966,TIJARIA,Tijaria Polypipes Limited
1967,TNTELE,Tamilnadu Telecommunication Limited
1968,KALYANI,Kalyani Commercials Limited
1969,SETUINFRA,Setubandhan Infrastructure Limited
1970,GRETEX,Gretex Industries Limited
1971,LYPSAGEMS,Lypsa Gems & Jewellery Limited
1972,METALFORGE,Metalyst Forgings Limited
1973,SSINFRA,S.S. Infrastructure Development Consultants Limited
1974,SMVD,SMVD Poly Pack Limited
1975,RMCL,Radha Madhav Corporation Limited
1976,JALAN,Jalan Transolutions (India) Limited
1977,SANCO,Sanco Industries Limited
1978,VASA,Vasa Retail and Overseas Ltd
1979,KAVVERITEL,Kavveri Telecom Products Limited
1980,TECHIN,Techindia Nirman Limited
1981,NORBTEAEXP,Norben Tea & Exports Limited
1982,KCK,Kck Industries Limited
1983,SPENTEX,Spentex Industries Limited
1984,CREATIVEYE,Creative Eye Limited
1985,ANTGRAPHIC,Antarctica Limited
1986,TVVISION,TV Vision Limited
1987,ABNINT,A B N Intercorp Limited
1988,ARENTERP,Rajdarshan Industries Limited
1989,UMESLTD,Usha Martin Education & Solutions Limited
1990,SHYAMTEL,Shyam Telecom Limited
1991,MANAV,Manav Infra Projects Limited
1992,ACCORD,Accord Synergy Limited
1993,DRL,Dhanuka Realty Limited
1994,GLFL,Gujarat Lease Financing Limited
1995,CMMIPL,CMM Infraprojects Limited
1996,NIRAJISPAT,Niraj Ispat Industries Limited
1997,DCMFINSERV,DCM Financial Services Limited
1998,SRIRAM,Shri Ram Switchgears Limited
1999,PREMIER,Premier Limited
2000,SKSTEXTILE,SKS Textiles Limited
2001,SABTN,Sri Adhikari Brothers Television Network Limited
2002,TARAPUR,Tarapur Transformers Limited
2003,BKMINDST,Bkm Industries Limited
2004,ALPSINDUS,Alps Industries Limited
2005,AHIMSA,Ahimsa Industries Limited
2006,BHALCHANDR,Bhalchandram Clothing Limited
2007,INNOVATIVE,Innovative Tyres and Tubes Limited
2008,LAKPRE,Lakshmi Precision Screws Limited
2009,TRANSWIND,Transwind Infrastructures Limited
2010,MELSTAR,Melstar Information Technologies Limited
2011,SABEVENTS,Sab Events & Governance Now Media Limited
2012,INDLMETER,IMP Powers Limited
2013,TECILCHEM,TECIL Chemicals and Hydro Power Limited
2014,ABHISHEK,Abhishek Corporation Limited
2015,AHLWEST,Asian Hotels (West) Limited
2016,AIFL,Ashapura Intimates Fashion Limited
2017,AJRINFRA,AJR Infra And Tolling Limited
2018,ALCHEM,Alchemist Limited
2019,AMJUMBO,A And M Jumbo Bags Limited
2020,ANDHRACEMT,Andhra Cements Limited
2021,ANSALAPI,Ansal Properties & Infrastructure Limited
2022,ARCOTECH,Arcotech Limited
2023,ARSSINFRA,Arss Infrastructure Projects Limited
2024,ARTEDZ,Artedz Fabs Limited
2025,ASIL,Amit Spinning Industries Limited
2026,ATCOM,Atcom Technologies Limited
2027,ATLASCYCLE,Atlas Cycles (Haryana) Limited
2028,ATNINTER,ATN International Limited
2029,AUTOLITIND,Autolite (India) Limited
2030,AUTORIDFIN,Autoriders Finance Limited
2031,BANSAL,Bansal Multiflex Limited
2032,BGLOBAL,Bharatiya Global Infomedia Limited
2033,BHARATIDIL,Bharati Defence and Infrastructure Limited
2034,BILENERGY,Bil Energy Systems Limited
2035,BIRLATYRE,Birla Tyres Limited
2036,BLUEBLENDS,Blue Blends (I) Limited
2037,BLUECHIP,Blue Chip India Limited
2038,BLUECOAST,Blue Coast Hotels Limited
2039,BRFL,Bombay Rayon Fashions Limited
2040,CANDC,C & C Constructions Limited
2041,CCCL,Consolidated Construction Consortium Limited
2042,CELESTIAL,Celestial Biolabs Limited
2043,CKFSL,Cox & Kings Financial Service Limited
2044,DFMFOODS,DFM Foods Limited
2045,DIAPOWER,Diamond Power Infra Ltd
2046,DOLPHINOFF,Dolphin Offshore Enterprises (India) Limited
2047,DQE,DQ Entertainment (International) Limited
2048,DSKULKARNI,DS Kulkarni Developers Limited
2049,EASTSUGIND,Eastern Sug & Inds Limited
2050,EASUNREYRL,Easun Reyrolle Limited
2051,EMCO,Emco Limited
2052,EON,Eon Electric Limited
2053,EUROCERA,Euro Ceramics Limited
2054,EUROMULTI,Euro Multivision Limited
2055,FEDDERELEC,Fedders Electric and Engineering Limited
2056,FIVECORE,Five Core Electronics Limited
2057,GAMMONIND,Gammon India Limited
2058,GANGOTRI,Gangotri Textiles Limited
2059,GBGLOBAL,GB Global Limited
2060,GFSTEELS,Grand Foundry Limited
2061,GITANJALI,Gitanjali Gems Limited
2062,HINDNATGLS,Hindusthan National Glass & Industries Limited
2063,ICSA,ICSA (India) Limited
2064,INDOSOLAR,Indosolar Limited
2065,IVRCLINFRA,IVRCL Limited
2066,JAINSTUDIO,Jain Studios Limited
2067,JBFIND,JBF Industries Limited
2068,JIKIND,JIK Industries Limited
2069,JINDCOT,Jindal Cotex Limited
2070,JMTAUTOLTD,JMT Auto Limited
2071,JPINFRATEC,Jaypee Infratech Limited
2072,KEERTI,Keerti Knowledge And Skills Limited
2073,KGL,Karuturi Global Limited
2074,KSERASERA,KSS Limited
2075,KSK,KSK Energy Ventures Limited
2076,LAKSHMIEFL,Lakshmi Energy and Foods Limited
2077,LEEL,LEEL Electricals Limited
2078,MANPASAND,Manpasand Beverages Limited
2079,MBECL,Mcnally Bharat Engineering Company Limited
2080,MCDHOLDING,McDowell Holdings Limited
2081,MERCATOR,Mercator Limited
2082,METKORE,Metkore Alloys & Industries Limited
2083,MODTHREAD,Modern Thread Limited
2084,MOHOTAIND,Mohota Industries Limited
2085,MVL,MVL Limited
2086,NAKODA,Nakoda Limited
2087,NITINFIRE,Nitin Fire Protection Industries Limited
2088,NTL,Neueon Towers Limited
2089,NUTEK,Nu Tek India Limited
2090,OISL,OCL Iron and Steel Limited
2091,OMKARCHEM,Omkar Speciality Chemicals Limited
2092,OPAL,Opal Luxury Time Products Limited
2093,OPTOCIRCUI,Opto Circuits (India) Limited
2094,ORTEL,Ortel Communications Limited
2095,PDPL,Parenteral Drugs (India) Limited
2096,PINCON,Pincon Spirit Limited
2097,PRATIBHA,Pratibha Industries Limited
2098,PRUDMOULI,Prudential Sugar Corporation Limited
2099,PSL,PSL Limited
2100,PUNJLLOYD,Punj Lloyd Limited
2101,QUINTEGRA,Quintegra Solutions Limited
2102,RADAAN,Radaan Mediaworks India Limited
2103,RAINBOWPAP,Rainbow Papers Limited
2104,RAJVIR,Rajvir Industries Limited
2105,RMMIL,Resurgere Mines & Minerals Limited
2106,RUSHABEAR,Rushabh Precision Bearings Limited
2107,S&SPOWER,S&S Power Switchgears Limited
2108,SATHAISPAT,Sathavahana Ispat Limited
2109,SBIHOMEFIN,SBI Home Finance Limited
2110,SHARONBIO,Sharon Bio-Medicine Limited
2111,SHIRPUR-G,Shirpur Gold Refinery Limited
2112,SICAL,Sical Logistics Limited
2113,SIIL,Supreme (India) Impex Limited
2114,SKIL,Skil Infrastructure Limited
2115,SONISOYA,Soni Soya Products Limited
2116,SPYL,Shekhawati Poly-Yarn Limited
2117,SREINFRA,SREI Infrastructure Finance Limited
2118,STAMPEDE,Stampede Capital Limited
2119,TALWALKARS,Talwalkars Better Value Fitness Limited
2120,TALWGYM,Talwalkars Healthclubs Limited
2121,TCIFINANCE,TCI Finance Limited
2122,TECHNOFAB,Technofab Engineering Limited
2123,THIRUSUGAR,Thiru Arooran Sugars Limited
2124,TULSI,Tulsi Extrusions Limited
2125,UNIPLY,Uniply Industries Limited
2126,UNITY,Unity Infraprojects Limited
2127,UNIVAFOODS,Univa Foods Limited
2128,USK,Udayshivakumar Infra Limited
2129,VALECHAENG,Valecha Engineering Limited
2130,VALUEIND,Value Industries Limited
2131,VICEROY,Viceroy Hotels Limited
2132,VIDEOIND,Videocon Industries Limited
2133,VIKASPROP,Vikas Proppant & Granite Limited
2134,VISUINTL,Visu International Limited
2135,VIVIMEDLAB,Vivimed Labs Limited
2136,WINSOME,Winsome Yarns Limited
2137,ZICOM,Zicom Electronic Security Systems Limited
